Date,Low,High,Open,Close,VolumeFrom
2019-10-06T14:00:00Z,7173.29,7245.6,7230.66,7232.14,78.44491917
2019-10-06T13:00:00Z,7210.0,7269.41,7269.41,7219.04,38.47372678
2019-10-06T12:00:00Z,7254.59,7282.04,7267.99,7269.41,28.43030949
2019-10-06T11:00:00Z,7217.06,7272.56,7222.63,7267.99,22.1005749
2019-10-06T10:00:00Z,7200.0,7263.95,7257.1,7222.59,90.68885625
2019-10-06T09:00:00Z,7208.0,7262.79,7208.0,7262.78,39.33743202
2019-10-06T08:00:00Z,7208.0,7287.39,7280.02,7210.47,55.97338173
2019-10-06T07:00:00Z,7260.01,7299.85,7289.01,7281.9,30.24619783
2019-10-06T06:00:00Z,7238.26,7375.58,7368.41,7289.01,103.19280569
2019-10-06T05:00:00Z,7351.7,7386.27,7386.27,7361.8,1.96128496
2019-10-06T04:00:00Z,7350.88,7386.3,7352.14,7386.27,2.92934334
2019-10-06T03:00:00Z,7346.9,7368.68,7363.17,7359.01,2.92054677
2019-10-06T02:00:00Z,7333.0,7368.75,7359.0,7363.16,13.32415596
2019-10-06T01:00:00Z,7354.0,7439.93,7427.58,7354.0,9.28360245
2019-10-06T00:00:00Z,7420.71,7448.89,7422.52,7426.1,5.623908
2019-10-05T23:00:00Z,7411.9,7429.5,7423.66,7428.39,3.96266314
2019-10-05T22:00:00Z,7417.77,7460.0,7436.46,7423.66,9.53763957
2019-10-05T21:00:00Z,7386.0,7460.0,7399.2,7436.44,43.7877409
2019-10-05T20:00:00Z,7365.47,7411.0,7370.0,7399.21,27.62723655
2019-10-05T19:00:00Z,7364.43,7389.99,7370.66,7375.98,36.14517187
2019-10-05T18:00:00Z,7350.01,7379.55,7354.31,7370.66,14.0524844
2019-10-05T17:00:00Z,7350.0,7384.18,7371.15,7354.09,14.98447672
2019-10-05T16:00:00Z,7351.01,7396.17,7385.0,7377.72,20.40246377
2019-10-05T15:00:00Z,7332.38,7385.0,7341.0,7382.72,24.22654615
2019-10-05T14:00:00Z,7341.0,7384.73,7371.92,7341.01,21.16269927
2019-10-05T13:00:00Z,7319.0,7373.5,7366.54,7365.11,58.99520958
2019-10-05T12:00:00Z,7364.51,7391.48,7384.15,7366.54,17.74527093
2019-10-05T11:00:00Z,7379.0,7395.87,7386.0,7390.67,16.76868407
2019-10-05T10:00:00Z,7372.68,7396.26,7387.24,7392.17,22.24372653
2019-10-05T09:00:00Z,7385.9,7397.68,7391.52,7391.26,17.90998666
2019-10-05T08:00:00Z,7369.53,7408.98,7408.98,7397.59,27.04928098
2019-10-05T07:00:00Z,7401.01,7434.33,7432.05,7408.98,15.79020028
2019-10-05T06:00:00Z,7410.0,7435.52,7412.06,7432.05,7.6810389
2019-10-05T05:00:00Z,7412.0,7427.37,7422.52,7417.79,4.65558111
2019-10-05T04:00:00Z,7417.41,7435.99,7430.91,7422.52,2.06355898
2019-10-05T03:00:00Z,7421.47,7436.38,7422.21,7429.53,2.82550261
2019-10-05T02:00:00Z,7401.0,7428.81,7407.34,7428.81,4.24594106
2019-10-05T01:00:00Z,7401.01,7425.6,7417.75,7412.96,4.32526974
2019-10-05T00:00:00Z,7402.84,7438.9,7430.0,7415.75,15.11830751
2019-10-04T23:00:00Z,7429.36,7460.0,7458.47,7429.36,7.64589783
2019-10-04T22:00:00Z,7435.92,7498.84,7467.98,7460.0,13.60177469
2019-10-04T21:00:00Z,7432.39,7467.98,7450.0,7461.88,9.05030947
2019-10-04T20:00:00Z,7450.0,7509.99,7477.68,7450.0,32.30050515
2019-10-04T19:00:00Z,7464.99,7489.2,7464.99,7482.46,27.3762829
2019-10-04T18:00:00Z,7455.53,7489.98,7456.29,7465.0,20.66732098
2019-10-04T17:00:00Z,7438.79,7475.42,7468.13,7456.29,25.3208897
2019-10-04T16:00:00Z,7422.54,7486.91,7444.96,7468.12,39.68987273
2019-10-04T15:00:00Z,7421.39,7456.63,7446.99,7444.96,26.88771844
2019-10-04T14:00:00Z,7433.16,7475.0,7459.88,7452.2,58.70413667
2019-10-04T13:00:00Z,7430.19,7464.98,7432.61,7459.65,30.96238247
2019-10-04T12:00:00Z,7426.01,7451.0,7447.06,7432.5,42.44555839
2019-10-04T11:00:00Z,7409.33,7450.54,7414.99,7447.12,34.20696755
2019-10-04T10:00:00Z,7409.36,7456.98,7414.5,7415.0,40.75823645
2019-10-04T09:00:00Z,7388.02,7420.37,7390.99,7420.34,29.46846937
2019-10-04T08:00:00Z,7383.38,7439.58,7439.58,7391.0,44.22671085
2019-10-04T07:00:00Z,7400.55,7441.42,7414.0,7439.62,43.85110173
2019-10-04T06:00:00Z,7397.11,7429.0,7400.0,7410.49,46.68445578
2019-10-04T05:00:00Z,7320.0,7416.67,7371.67,7400.0,57.92786702
2019-10-04T04:00:00Z,7364.25,7407.76,7398.4,7374.06,12.16363546
2019-10-04T03:00:00Z,7374.57,7416.17,7397.83,7407.05,3.9162101
2019-10-04T02:00:00Z,7390.02,7420.84,7413.37,7397.83,6.57163557
2019-10-04T01:00:00Z,7361.85,7425.84,7402.31,7403.53,22.62619634
2019-10-04T00:00:00Z,7394.47,7519.9,7519.11,7394.47,31.68098911
2019-10-03T23:00:00Z,7490.99,7570.0,7491.0,7520.0,26.65228412
2019-10-03T22:00:00Z,7443.21,7491.0,7462.75,7491.0,19.03242303
2019-10-03T21:00:00Z,7411.71,7491.0,7436.0,7470.42,37.29273324
2019-10-03T20:00:00Z,7400.0,7469.11,7447.14,7435.0,69.64511967
2019-10-03T19:00:00Z,7401.21,7453.78,7434.01,7452.03,47.91669951
2019-10-03T18:00:00Z,7422.74,7449.92,7434.82,7434.24,22.76679007
2019-10-03T17:00:00Z,7411.48,7474.75,7465.84,7429.5,40.55669263
2019-10-03T16:00:00Z,7394.47,7504.73,7400.0,7472.85,74.88522121
2019-10-03T15:00:00Z,7377.09,7428.79,7396.55,7401.48,35.41914136
2019-10-03T14:00:00Z,7361.0,7528.28,7526.01,7399.48,207.70945775
2019-10-03T13:00:00Z,7521.22,7546.29,7530.22,7528.75,30.68073395
2019-10-03T12:00:00Z,7521.22,7554.79,7525.76,7531.97,24.08830451
2019-10-03T11:00:00Z,7503.03,7531.0,7525.34,7525.75,49.45127321
2019-10-03T10:00:00Z,7500.0,7585.99,7580.4,7527.2,68.04995261
2019-10-03T09:00:00Z,7561.0,7589.3,7581.74,7586.0,28.63810478
2019-10-03T08:00:00Z,7551.02,7589.32,7572.92,7589.32,61.91955686
2019-10-03T07:00:00Z,7558.0,7585.96,7585.96,7574.0,34.70216211
2019-10-03T06:00:00Z,7581.19,7605.88,7586.4,7585.1,25.59853819
2019-10-03T05:00:00Z,7584.99,7633.0,7631.99,7592.14,27.72018435
2019-10-03T04:00:00Z,7623.67,7660.0,7623.68,7631.94,9.57352579
2019-10-03T03:00:00Z,7618.64,7641.11,7641.1,7623.68,3.22493789
2019-10-03T02:00:00Z,7617.54,7637.94,7622.04,7635.22,3.22736415
2019-10-03T01:00:00Z,7604.18,7632.0,7621.83,7623.54,2.9120998
2019-10-03T00:00:00Z,7607.3,7689.43,7648.63,7622.53,39.68006654
2019-10-02T23:00:00Z,7566.76,7657.03,7566.82,7649.0,73.22082694
2019-10-02T22:00:00Z,7534.41,7581.52,7550.0,7571.5,18.10740189
2019-10-02T21:00:00Z,7521.27,7550.0,7524.98,7550.0,12.55631485
2019-10-02T20:00:00Z,7520.35,7572.15,7559.98,7524.99,27.66007815
2019-10-02T19:00:00Z,7520.16,7559.99,7531.3,7559.99,33.32739765
2019-10-02T18:00:00Z,7525.02,7562.44,7535.61,7531.32,32.02745706
2019-10-02T17:00:00Z,7495.0,7535.87,7526.98,7535.87,33.32788443
2019-10-02T16:00:00Z,7526.98,7574.94,7549.13,7526.98,32.59777048
2019-10-02T15:00:00Z,7530.01,7550.0,7549.15,7546.06,24.41878863
2019-10-02T14:00:00Z,7519.01,7563.43,7520.0,7550.0,109.83429419
2019-10-02T13:00:00Z,7519.67,7572.68,7550.37,7520.0,115.96021068
2019-10-02T12:00:00Z,7534.95,7669.0,7594.14,7550.36,195.75336491
2019-10-02T11:00:00Z,7563.28,7608.0,7588.86,7599.71,94.41001302
2019-10-02T10:00:00Z,7549.99,7591.68,7580.94,7591.68,135.59040032
2019-10-02T09:00:00Z,7576.11,7614.99,7594.06,7582.91,42.26283154
2019-10-02T08:00:00Z,7559.9,7622.77,7559.91,7594.06,54.62848059
2019-10-02T07:00:00Z,7546.3,7573.55,7546.3,7559.91,26.82187219
2019-10-02T06:00:00Z,7495.98,7576.31,7499.31,7547.53,121.77280723
2019-10-02T05:00:00Z,7476.17,7568.35,7556.51,7495.97,62.45788956
2019-10-02T04:00:00Z,7527.05,7593.56,7593.56,7555.99,26.61485136
2019-10-02T03:00:00Z,7550.11,7598.84,7592.98,7593.56,17.79153629
2019-10-02T02:00:00Z,7590.0,7643.45,7621.0,7590.0,9.53785125
2019-10-02T01:00:00Z,7611.07,7651.64,7623.52,7622.1,10.16921592
2019-10-02T00:00:00Z,7608.0,7652.32,7631.62,7625.52,9.96196182
2019-10-01T23:00:00Z,7615.84,7696.86,7664.5,7643.36,14.66067301
2019-10-01T22:00:00Z,7630.08,7685.0,7647.08,7668.51,28.74651003
2019-10-01T21:00:00Z,7639.68,7737.67,7705.02,7646.96,47.58467143
2019-10-01T20:00:00Z,7621.73,7731.0,7659.33,7705.03,55.68180186
2019-10-01T19:00:00Z,7563.97,7672.07,7630.51,7669.06,186.71368829
2019-10-01T18:00:00Z,7596.66,7656.49,7620.28,7630.51,65.74982133
2019-10-01T17:00:00Z,7582.4,7859.0,7783.0,7620.29,243.10473238
2019-10-01T16:00:00Z,7673.42,7797.0,7699.69,7783.63,148.43240967
2019-10-01T15:00:00Z,7665.01,7699.86,7688.99,7699.7,56.62852831
2019-10-01T14:00:00Z,7683.34,7745.41,7742.69,7689.0,105.07384713
2019-10-01T13:00:00Z,7690.5,7806.51,7712.0,7742.5,89.88049984
2019-10-01T12:00:00Z,7702.21,7780.0,7740.0,7714.04,85.84754067
2019-10-01T11:00:00Z,7690.0,7743.0,7690.21,7739.99,42.28701315
2019-10-01T10:00:00Z,7690.19,7738.74,7696.48,7696.21,42.43206741
2019-10-01T09:00:00Z,7663.0,7750.04,7750.03,7704.64,171.41353511
2019-10-01T08:00:00Z,7727.01,7783.68,7781.34,7750.03,93.94642641
2019-10-01T07:00:00Z,7710.34,7802.98,7743.01,7781.35,104.79117815
2019-10-01T06:00:00Z,7700.01,7771.0,7768.09,7746.48,67.09431965
2019-10-01T05:00:00Z,7754.03,7782.79,7755.0,7770.8,77.3102165
2019-10-01T04:00:00Z,7740.0,7797.19,7750.12,7755.0,38.29355851
2019-10-01T03:00:00Z,7743.11,7820.0,7745.8,7750.13,40.46236881
2019-10-01T02:00:00Z,7611.47,7748.48,7629.35,7748.48,52.18834257
2019-10-01T01:00:00Z,7538.71,7640.37,7550.99,7627.6,15.59102776
2019-10-01T00:00:00Z,7547.18,7642.96,7630.53,7551.68,29.1557258
2019-09-30T23:00:00Z,7575.0,7638.07,7575.0,7637.79,28.30926561
2019-09-30T22:00:00Z,7562.0,7631.79,7593.7,7575.01,39.94451559
2019-09-30T21:00:00Z,7526.89,7612.01,7569.53,7600.46,57.93469114
2019-09-30T20:00:00Z,7518.98,7617.4,7613.59,7578.29,113.06553092
2019-09-30T19:00:00Z,7590.19,7617.99,7611.5,7616.85,51.17311253
2019-09-30T18:00:00Z,7597.23,7667.99,7597.23,7611.5,104.64994101
2019-09-30T17:00:00Z,7563.05,7626.97,7626.93,7598.3,61.96733638
2019-09-30T16:00:00Z,7591.0,7680.0,7629.62,7626.93,114.05397993
2019-09-30T15:00:00Z,7552.3,7652.11,7555.19,7639.0,198.32021034
2019-09-30T14:00:00Z,7447.17,7590.0,7472.56,7555.0,142.88221646
2019-09-30T13:00:00Z,7361.19,7600.0,7361.19,7471.4,230.08948027
2019-09-30T12:00:00Z,7349.99,7400.0,7387.74,7361.19,43.21746552
2019-09-30T11:00:00Z,7356.19,7432.19,7386.06,7389.26,76.53674386
2019-09-30T10:00:00Z,7319.26,7400.0,7335.73,7386.49,139.44402866
2019-09-30T09:00:00Z,7190.19,7373.13,7211.5,7344.6,119.98159815
2019-09-30T08:00:00Z,7120.87,7245.0,7142.6,7211.42,104.21199706
2019-09-30T07:00:00Z,7078.76,7164.72,7093.09,7142.6,84.47736835
2019-09-30T06:00:00Z,7067.12,7149.0,7139.8,7098.39,108.8406117
2019-09-30T05:00:00Z,7113.06,7195.0,7159.61,7130.75,60.38674405
2019-09-30T04:00:00Z,7067.12,7318.71,7318.71,7169.0,212.07225142
2019-09-30T03:00:00Z,7303.36,7322.19,7311.49,7319.87,3.72518037
2019-09-30T02:00:00Z,7311.0,7347.61,7347.61,7311.5,2.27980434
2019-09-30T01:00:00Z,7315.0,7354.4,7354.4,7346.81,11.91708403
2019-09-30T00:00:00Z,7335.0,7380.84,7380.3,7354.41,4.27590478
2019-09-29T23:00:00Z,7367.56,7414.37,7396.69,7380.3,14.06193846
2019-09-29T22:00:00Z,7354.26,7435.0,7371.84,7396.76,44.47549188
2019-09-29T21:00:00Z,7311.14,7419.88,7332.46,7372.59,56.98925275
2019-09-29T20:00:00Z,7265.04,7347.38,7285.83,7340.32,54.5683294
2019-09-29T19:00:00Z,7260.02,7329.56,7320.01,7294.81,58.04508313
2019-09-29T18:00:00Z,7288.63,7342.95,7328.19,7315.65,25.85509231
2019-09-29T17:00:00Z,7312.38,7360.0,7349.49,7328.69,29.78029927
2019-09-29T16:00:00Z,7270.66,7349.5,7295.7,7349.49,36.14758777
2019-09-29T15:00:00Z,7235.0,7328.14,7310.96,7302.66,67.36522038
2019-09-29T14:00:00Z,7301.58,7357.94,7324.57,7310.96,43.82312181
2019-09-29T13:00:00Z,7297.19,7365.0,7323.03,7325.0,75.56298343
2019-09-29T12:00:00Z,7255.0,7409.45,7409.45,7324.32,124.05927713
2019-09-29T11:00:00Z,7371.0,7422.51,7401.77,7409.03,32.03922126
2019-09-29T10:00:00Z,7391.0,7429.74,7419.14,7401.77,25.90357582
2019-09-29T09:00:00Z,7409.33,7448.18,7421.46,7422.87,32.08720557
2019-09-29T08:00:00Z,7409.75,7446.11,7409.75,7421.45,21.67456451
2019-09-29T07:00:00Z,7385.31,7419.08,7411.0,7408.08,45.61723417
2019-09-29T06:00:00Z,7410.0,7448.93,7448.93,7413.39,28.82820381
2019-09-29T05:00:00Z,7435.02,7460.0,7436.49,7446.05,11.63319608
2019-09-29T04:00:00Z,7434.85,7451.54,7451.53,7434.85,4.71273218
2019-09-29T03:00:00Z,7451.53,7474.72,7466.16,7451.54,1.18788775
2019-09-29T02:00:00Z,7459.88,7490.73,7487.69,7472.84,19.60036102
2019-09-29T01:00:00Z,7485.89,7518.0,7510.55,7490.73,4.63226449
2019-09-29T00:00:00Z,7478.42,7535.53,7524.65,7508.14,17.8569718
2019-09-28T23:00:00Z,7445.99,7531.71,7465.02,7523.37,38.90929737
2019-09-28T22:00:00Z,7400.0,7625.0,7448.01,7471.25,130.67131289
2019-09-28T21:00:00Z,7445.58,7482.55,7473.99,7449.61,13.45725987
2019-09-28T20:00:00Z,7444.0,7490.0,7470.39,7474.0,30.34407392
2019-09-28T19:00:00Z,7429.8,7473.88,7456.33,7471.43,20.73581627
2019-09-28T18:00:00Z,7450.42,7488.0,7469.0,7460.0,32.52344822
2019-09-28T17:00:00Z,7428.38,7469.0,7430.05,7469.0,36.50866192
2019-09-28T16:00:00Z,7388.16,7456.6,7407.54,7430.0,57.48563594
2019-09-28T15:00:00Z,7343.56,7413.1,7404.57,7413.09,50.10358713
2019-09-28T14:00:00Z,7401.0,7449.78,7441.08,7404.57,20.36549558
2019-09-28T13:00:00Z,7381.0,7443.22,7416.16,7442.28,24.06360743
2019-09-28T12:00:00Z,7381.45,7470.01,7470.01,7419.49,63.98990694
2019-09-28T11:00:00Z,7451.88,7509.51,7507.02,7470.0,45.35388208
2019-09-28T10:00:00Z,7500.01,7563.0,7546.96,7507.03,55.94260274
2019-09-28T09:00:00Z,7508.01,7545.82,7512.75,7545.03,43.49393102
2019-09-28T08:00:00Z,7508.34,7549.96,7549.96,7515.86,46.10998502
2019-09-28T07:00:00Z,7474.52,7550.0,7476.02,7549.98,44.22115359
2019-09-28T06:00:00Z,7471.79,7486.95,7483.39,7478.57,24.19603039
2019-09-28T05:00:00Z,7476.0,7500.0,7500.0,7483.4,21.34851064
2019-09-28T04:00:00Z,7479.89,7507.38,7486.79,7501.68,11.52639604
2019-09-28T03:00:00Z,7468.64,7500.0,7494.97,7491.85,9.25573099
2019-09-28T02:00:00Z,7455.02,7494.75,7486.12,7494.18,7.90742663
2019-09-28T01:00:00Z,7486.11,7518.06,7515.99,7486.12,8.16377825
2019-09-28T00:00:00Z,7486.12,7520.0,7495.1,7516.0,15.41942698
2019-09-27T23:00:00Z,7469.56,7513.38,7494.84,7495.1,23.31396752
2019-09-27T22:00:00Z,7496.63,7574.97,7533.47,7499.99,98.95843143
2019-09-27T21:00:00Z,7376.01,7575.75,7377.74,7539.68,180.82323481
2019-09-27T20:00:00Z,7309.13,7414.11,7330.01,7384.83,65.95453237
2019-09-27T19:00:00Z,7330.01,7380.0,7355.75,7330.01,63.76820682
2019-09-27T18:00:00Z,7346.26,7382.53,7355.03,7355.74,35.6034499
2019-09-27T17:00:00Z,7314.0,7371.58,7342.35,7359.93,65.02591942
2019-09-27T16:00:00Z,7275.81,7374.28,7300.67,7346.92,112.52933193
2019-09-27T15:00:00Z,7155.08,7321.12,7286.4,7300.67,184.25578494
2019-09-27T14:00:00Z,7280.0,7420.0,7319.26,7292.74,176.31211691
2019-09-27T13:00:00Z,7316.04,7360.0,7317.64,7319.26,58.19655276
2019-09-27T12:00:00Z,7280.0,7359.51,7308.96,7318.0,65.05709445
2019-09-27T11:00:00Z,7284.0,7388.39,7382.79,7312.36,90.09858759
2019-09-27T10:00:00Z,7365.04,7400.0,7370.0,7382.79,131.53444567
2019-09-27T09:00:00Z,7342.01,7396.82,7384.55,7370.0,57.87497647
2019-09-27T08:00:00Z,7377.5,7436.15,7380.75,7384.55,73.88300017
2019-09-27T07:00:00Z,7363.54,7424.93,7363.54,7380.75,83.74978354
2019-09-27T06:00:00Z,7308.77,7368.33,7313.33,7363.53,86.9653707
2019-09-27T05:00:00Z,7290.47,7325.0,7321.02,7313.33,38.84226165
2019-09-27T04:00:00Z,7304.3,7360.0,7338.27,7321.78,52.87629676
2019-09-27T03:00:00Z,7325.61,7373.93,7325.87,7336.57,8.84744236
2019-09-27T02:00:00Z,7304.27,7357.71,7329.99,7324.51,13.21743851
2019-09-27T01:00:00Z,7282.16,7343.5,7302.57,7329.99,22.96331585
2019-09-27T00:00:00Z,7292.0,7422.48,7381.41,7309.36,41.25054984
2019-09-26T23:00:00Z,7376.83,7453.49,7437.96,7377.53,36.52187224
2019-09-26T22:00:00Z,7350.07,7445.0,7409.27,7443.66,46.14364334
2019-09-26T21:00:00Z,7338.75,7421.98,7415.01,7409.76,87.61958218
2019-09-26T20:00:00Z,7397.0,7475.0,7442.2,7415.0,100.3160461
2019-09-26T19:00:00Z,7361.0,7446.33,7426.51,7442.1,154.29721411
2019-09-26T18:00:00Z,7233.93,7471.89,7249.0,7437.64,250.48703897
2019-09-26T17:00:00Z,7176.98,7297.03,7263.83,7250.0,249.3319139
2019-09-26T16:00:00Z,7085.0,7350.0,7246.88,7263.59,905.35539534
2019-09-26T15:00:00Z,7199.96,7533.19,7497.98,7246.88,410.5821524
2019-09-26T14:00:00Z,7423.01,7685.82,7547.72,7508.65,267.34893277
2019-09-26T13:00:00Z,7350.01,7720.65,7715.16,7552.02,488.40899736
2019-09-26T12:00:00Z,7696.35,7740.18,7700.0,7718.84,68.28668531
2019-09-26T11:00:00Z,7700.0,7755.13,7753.0,7700.0,92.11882958
2019-09-26T10:00:00Z,7720.0,7761.85,7743.18,7753.0,124.01052495
2019-09-26T09:00:00Z,7712.52,7768.05,7719.06,7747.15,93.80397922
2019-09-26T08:00:00Z,7666.0,7722.48,7675.61,7719.35,98.08890855
2019-09-26T07:00:00Z,7666.0,7696.46,7673.49,7675.81,61.1004905
2019-09-26T06:00:00Z,7669.26,7722.55,7670.64,7678.9,74.47701022
2019-09-26T05:00:00Z,7643.79,7696.93,7648.39,7670.64,38.13104349
2019-09-26T04:00:00Z,7617.35,7664.69,7640.29,7648.39,11.29595712
